503 4
14000	13.55	10.29	10.56
14000	13.55	10.3	10.57
13920	13.53	10.3	10.58
14000	13.55	10.3	10.58
14000	13.55	10.31	10.58
13920	13.53	10.31	10.58
13880	13.52	10.31	10.58
13840	13.51	10.32	10.58
13800	13.5	10.32	10.58
13760	13.49	10.32	10.57
13720	13.48	10.31	10.57
13680	13.47	10.31	10.57
13600	13.45	10.3	10.56
13560	13.44	10.29	10.56
13400	13.4	10.28	10.54
13440	13.41	10.27	10.53
13365	13.39	10.26	10.52
13295	13.37	10.25	10.51
13225	13.35	10.24	10.5
13085	13.31	10.23	10.49
13015	13.29	10.22	10.48
12875	13.25	10.21	10.45
12805	13.23	10.19	10.43
12737	13.21	10.17	10.41
12665	13.19	10.16	10.39
12630	13.18	10.14	10.37
12595	13.17	10.12	10.35
12560	13.16	10.1	10.33
12525	13.15	10.09	10.31
12490	13.14	10.07	10.29
12490	13.14	10.05	10.27
12490	13.14	10.04	10.26
12490	13.14	10.03	10.25
12455	13.13	10.02	10.24
12420	13.12	10.01	10.22
12420	13.12	9.99	10.21
12420	13.12	9.98	10.2
12420	13.12	9.97	10.19
12420	13.12	9.97	10.18
12560	13.16	9.97	10.19
12560	13.16	9.97	10.19
12630	13.18	9.97	10.2
12700	13.2	9.98	10.2
12770	13.22	9.98	10.2
12805	13.23	9.99	10.21
12875	13.25	10	10.22
12910	13.26	10	10.23
12980	13.28	10.01	10.24
12980	13.28	10.02	10.25
13085	13.31	10.03	10.26
13155	13.33	10.05	10.27
13260	13.36	10.07	10.29
13400	13.4	10.09	10.3
13560	13.44	10.1	10.32
13720	13.48	10.12	10.34
13880	13.52	10.14	10.37
14000	13.55	10.15	10.39
14120	13.58	10.17	10.42
14200	13.6	10.2	10.46
14320	13.63	10.23	10.5
14320	13.63	10.26	10.54
14320	13.63	10.29	10.57
14320	13.63	10.31	10.59
14320	13.63	10.33	10.61
14320	13.63	10.35	10.63
14400	13.65	10.37	10.64
14560	13.69	10.39	10.66
14560	13.69	10.4	10.67
14560	13.69	10.41	10.68
14560	13.69	10.42	10.69
14560	13.69	10.43	10.7
14560	13.69	10.44	10.71
14560	13.69	10.45	10.72
14680	13.72	10.46	10.73
14720	13.73	10.47	10.74
14720	13.73	10.48	10.74
14720	13.73	10.49	10.75
14720	13.73	10.49	10.75
14720	13.73	10.49	10.76
14720	13.73	10.5	10.76
14720	13.73	10.5	10.77
14720	13.73	10.5	10.77
14720	13.73	10.5	10.77
14600	13.7	10.5	10.77
14600	13.7	10.5	10.77
14560	13.69	10.5	10.76
14520	13.68	10.48	10.76
14440	13.66	10.47	10.75
14560	13.69	10.46	10.74
14320	13.63	10.45	10.73
14280	13.62	10.45	10.72
14240	13.61	10.45	10.71
14200	13.6	10.44	10.7
14160	13.59	10.44	10.69
14160	13.59	10.43	10.68
14120	13.58	10.43	10.68
14120	13.58	10.42	10.67
14080	13.57	10.42	10.66
14080	13.57	10.41	10.65
14080	13.57	10.4	10.64
14080	13.57	10.4	10.64
14080	13.57	10.39	10.63
14080	13.57	10.39	10.63
14160	13.59	10.38	10.63
14280	13.62	10.38	10.64
14320	13.63	10.39	10.65
14400	13.65	10.4	10.66
14480	13.67	10.41	10.67
14520	13.68	10.42	10.69
14560	13.69	10.43	10.7
14720	13.73	10.45	10.72
14800	13.75	10.46	10.74
14880	13.77	10.47	10.75
14920	13.78	10.49	10.77
15180	13.84	10.51	10.79
15270	13.86	10.53	10.82
15450	13.9	10.56	10.85
15585	13.93	10.58	10.88
15720	13.96	10.6	10.9
15855	13.99	10.61	10.92
15990	14.02	10.63	10.95
16125	14.05	10.65	10.98
16215	14.07	10.67	11
16305	14.09	10.7	11.04
16485	14.13	10.73	11.07
16620	14.16	10.76	11.1
16665	14.17	10.79	11.13
16800	14.2	10.82	11.16
16980	14.24	10.84	11.19
17160	14.28	10.87	11.22
17340	14.32	10.9	11.25
17430	14.34	10.93	11.29
17655	14.39	10.97	11.33
17880	14.43	11	11.37
17940	14.44	11.04	11.4
18060	14.46	11.1	11.45
18060	14.46	11.15	11.5
18360	14.51	11.18	11.55
18480	14.53	11.2	11.59
18540	14.54	11.22	11.61
18600	14.55	11.24	11.64
18780	14.58	11.25	11.67
18960	14.61	11.25	11.7
19080	14.63	11.26	11.74
19200	14.65	11.27	11.78
19320	14.67	11.28	11.8
19440	14.69	11.29	11.82
19500	14.7	11.31	11.85
19620	14.72	11.34	11.88
19800	14.75	11.37	11.9
19980	14.78	11.39	11.93
20165	14.81	11.42	11.96
20295	14.83	11.44	11.99
20360	14.84	11.47	12.02
20425	14.85	11.49	12.05
20490	14.86	11.51	12.09
20620	14.88	11.54	12.12
20880	14.92	11.56	12.15
21010	14.94	11.58	12.17
21140	14.96	11.6	12.19
21335	14.99	11.62	12.22
21335	14.99	11.64	12.24
21335	14.99	11.66	12.27
21335	14.99	11.67	12.29
21335	14.99	11.68	12.3
21470	15.01	11.69	12.31
21610	15.03	11.71	12.32
21610	15.03	11.72	12.34
21750	15.05	11.74	12.35
21820	15.06	11.76	12.37
21820	15.06	11.78	12.38
21820	15.06	11.78	12.39
21890	15.07	11.79	12.4
21890	15.07	11.79	12.41
22030	15.09	11.8	12.42
22030	15.09	11.8	12.42
22030	15.09	11.8	12.43
22030	15.09	11.8	12.43
22030	15.09	11.8	12.43
22030	15.09	11.8	12.43
22030	15.09	11.8	12.43
21820	15.06	11.8	12.43
21680	15.04	11.8	12.43
21610	15.03	11.8	12.43
21540	15.02	11.8	12.42
21470	15.01	11.8	12.41
21470	15.01	11.79	12.4
21270	14.98	11.78	12.39
21140	14.96	11.76	12.37
20945	14.93	11.75	12.35
20945	14.93	11.74	12.34
20880	14.92	11.73	12.32
20815	14.91	11.71	12.31
20685	14.89	11.7	12.29
20555	14.87	11.68	12.26
20425	14.85	11.67	12.24
20295	14.83	11.66	12.22
20165	14.81	11.64	12.2
20040	14.79	11.61	12.17
19860	14.76	11.59	12.15
19740	14.74	11.57	12.13
19620	14.72	11.55	12.11
19380	14.68	11.52	12.09
19140	14.64	11.5	12.04
19020	14.62	11.47	12.02
18960	14.61	11.45	12
18900	14.6	11.42	11.95
18840	14.59	11.4	11.92
18720	14.57	11.38	11.9
18600	14.55	11.36	11.89
18480	14.53	11.33	11.87
18360	14.51	11.31	11.85
18240	14.49	11.3	11.83
18120	14.47	11.28	11.79
17820	14.42	11.26	11.76
17700	14.4	11.23	11.73
17700	14.4	11.2	11.7
17565	14.37	11.17	11.68
17430	14.34	11.15	11.65
17340	14.32	11.14	11.62
17250	14.3	11.13	11.6
17205	14.29	11.11	11.59
16710	14.28	11.09	11.57
16710	14.28	11.07	11.55
16710	14.28	11.05	11.54
16710	14.38	11.05	11.53
16710	14.38	11.04	11.52
16710	14.38	11.04	11.51
16710	14.38	11.04	11.5
16710	14.38	11.04	11.5
16710	14.38	11.03	11.5
16710	14.38	11.03	11.5
17250	14.3	11.03	11.5
17340	14.32	11.03	11.5
17385	14.33	11.03	11.5
17385	14.33	11.03	11.5
17385	14.33	11.03	11.51
17385	14.33	11.03	11.51
17385	14.33	11.03	11.52
17385	14.33	11.04	11.53
17385	14.33	11.04	11.53
17385	14.33	11.05	11.54
17385	14.33	11.05	11.54
17385	14.33	11.06	11.53
17385	14.33	11.06	11.52
17385	14.33	11.06	11.52
17385	14.33	11.06	11.52
17385	14.33	11.07	11.52
17385	14.33	11.07	11.52
17385	14.33	11.07	11.52
17385	14.33	11.06	11.52
17385	14.33	11.06	11.52
17385	14.33	11.05	11.52
17385	14.33	11.05	11.52
17385	14.33	11.05	11.52
17340	14.32	11.05	11.51
17290	14.31	11.04	11.51
17250	14.3	11.04	11.5
17160	14.28	11.04	11.5
17070	14.26	11.04	11.49
16980	14.24	11.04	11.48
16935	14.23	11.03	11.48
16935	14.23	11.02	11.47
16800	14.2	11.01	11.46
16755	14.19	11	11.45
16575	14.15	10.99	11.44
16485	14.13	10.98	11.42
16395	14.11	10.97	11.4
16305	14.09	10.95	11.38
16215	14.07	10.94	11.35
16125	14.05	10.93	11.33
15990	14.02	10.91	11.32
15855	13.99	10.88	11.3
15720	13.96	10.86	11.28
15585	13.93	10.83	11.25
15450	13.9	10.81	11.22
15360	13.84	10.79	11.19
15180	13.84	10.77	11.15
15045	13.81	10.75	11.12
14880	13.77	10.73	11.08
14720	13.73	10.7	11.06
14560	13.69	10.68	11.03
14400	13.65	10.66	11
14320	13.63	10.63	10.96
14240	13.61	10.6	10.92
14000	13.55	10.57	10.89
13880	13.52	10.53	10.85
13800	13.5	10.5	10.82
13680	13.47	10.47	10.79
13560	13.44	10.44	10.76
13400	13.4	10.41	10.72
13295	13.37	10.37	10.68
13190	13.34	10.33	10.64
13085	13.31	10.3	10.6
13015	13.29	10.27	10.57
12910	13.26	10.24	10.54
12840	13.24	10.22	10.51
12770	13.22	10.19	10.47
12665	13.19	10.16	10.44
12650	13.16	10.14	10.41
12490	13.14	10.12	10.38
12420	13.12	10.11	10.35
12315	13.09	10.09	10.33
12210	13.06	10.07	10.3
12105	13.03	10.05	10.27
12000	13	10.03	10.24
11940	12.98	10.01	10.22
11880	12.96	9.98	10.2
11820	12.94	9.96	10.18
11760	12.92	9.94	10.15
11670	12.89	9.92	10.13
11580	12.86	9.89	10.1
11520	12.84	9.87	10.08
11460	12.82	9.86	10.05
11400	12.8	9.84	10.02
11330	12.78	9.82	9.99
11225	12.75	9.8	9.97
11153	12.73	9.77	9.94
11085	12.71	9.75	9.92
11015	12.69	9.73	9.9
10945	12.67	9.71	9.88
10875	12.65	9.69	9.85
10840	12.64	9.67	9.83
10770	12.62	9.64	9.81
10700	12.6	9.62	9.79
10610	12.57	9.6	9.78
10550	12.55	9.58	9.76
10460	12.52	9.56	9.73
10370	12.49	9.55	9.7
10250	12.45	9.53	9.68
10160	12.42	9.51	9.66
10046	12.38	9.49	9.64
9965	12.35	9.47	9.6
9965	12.35	9.45	9.57
9938	12.34	9.43	9.54
9722	12.26	9.41	9.51
9506	12.18	9.37	9.48
9425	12.15	9.32	9.45
9344	12.12	9.27	9.41
9263	12.09	9.24	9.38
9182	12.06	9.21	9.35
9128	12.04	9.18	9.32
9047	12.01	9.15	9.29
8996	11.99	9.13	9.26
8924	11.96	9.11	9.22
8900	11.95	9.09	9.19
8852	11.93	9.07	9.17
8828	11.92	9.04	9.15
8780	11.9	9.02	9.13
8756	11.89	9	9.11
8732	11.88	8.99	9.08
8708	11.87	8.98	9.06
8684	11.86	8.97	9.04
8636	11.84	8.96	9.03
8612	11.83	8.95	9.02
8588	11.82	8.945	9.01
8540	11.8	8.94	9
8495	11.78	4.915	8.98
8428	11.75	0.89	8.94
8383	11.73	4.875	8.96
8360	11.72	8.86	8.95
8315	11.7	8.855	8.93
8293	11.69	8.85	8.92
8247	11.67	8.825	8.9
8203	11.65	8.8	8.88
8135	11.62	8.78	8.84
8068	11.59	8.76	8.82
8024	11.57	8.745	8.8
7936	11.53	8.73	8.78
7914	11.52	8.705	8.77
7870	11.5	8.68	8.75
7760	11.45	8.65	8.72
7672	11.41	8.62	8.7
