14320	10.33	10.61
14320	10.35	10.63
14400	10.37	10.64
14560	10.39	10.66
14560	10.4	10.67
14560	10.41	10.68
14560	10.42	10.69
14560	10.43	10.7
14560	10.44	10.71
14560	10.45	10.72
14680	10.46	10.73
14720	10.47	10.74
14720	10.48	10.74
14720	10.49	10.75
14720	10.49	10.75
14720	10.49	10.76
14720	10.5	10.76
14720	10.5	10.77
14720	10.5	10.77
14720	10.5	10.77
14600	10.5	10.77
14600	10.5	10.77
14560	10.5	10.76
14520	10.48	10.76
14440	10.47	10.75
14560	10.46	10.74
14320	10.45	10.73
14280	10.45	10.72
14240	10.45	10.71
14200	10.44	10.7
14160	10.44	10.69
14160	10.43	10.68
14120	10.43	10.68
14120	10.42	10.67
14080	10.42	10.66
14080	10.41	10.65
14080	10.4	10.64
14080	10.4	10.64
14080	10.39	10.63
14080	10.39	10.63
14160	10.38	10.63
14280	10.38	10.64
14320	10.39	10.65
14400	10.4	10.66
14480	10.41	10.67
14520	10.42	10.69
14560	10.43	10.7
14720	10.45	10.72
14800	10.46	10.74
14880	10.47	10.75
14920	10.49	10.77
15180	10.51	10.79
15270	10.53	10.82
15450	10.56	10.85
15585	10.58	10.88
15720	10.6	10.9
15855	10.61	10.92
15990	10.63	10.95
16125	10.65	10.98
16215	10.67	11
16305	10.7	11.04
16485	10.73	11.07
16620	10.76	11.1
16665	10.79	11.13
16800	10.82	11.16
16980	10.84	11.19
17160	10.87	11.22
17340	10.9	11.25
17430	10.93	11.29
17655	10.97	11.33
17880	11	11.37
17940	11.04	11.4
18060	11.1	11.45
18060	11.15	11.5
18360	11.18	11.55
18480	11.2	11.59
18540	11.22	11.61
18600	11.24	11.64
18780	11.25	11.67
18960	11.25	11.7
19080	11.26	11.74
19200	11.27	11.78
19320	11.28	11.8
19440	11.29	11.82
19500	11.31	11.85
19620	11.34	11.88
19800	11.37	11.9
19980	11.39	11.93
20165	11.42	11.96
20295	11.44	11.99
20360	11.47	12.02
20425	11.49	12.05
20490	11.51	12.09
20620	11.54	12.12
20880	11.56	12.15
21010	11.58	12.17
21140	11.6	12.19
21335	11.62	12.22
21335	11.64	12.24
21335	11.66	12.27
21335	11.67	12.29
21335	11.68	12.3
21470	11.69	12.31
21610	11.71	12.32
21610	11.72	12.34
21750	11.74	12.35
21820	11.76	12.37
21820	11.78	12.38
21820	11.78	12.39
21890	11.79	12.4
21890	11.79	12.41
22030	11.8	12.42
22030	11.8	12.42
22030	11.8	12.43
22030	11.8	12.43
22030	11.8	12.43
22030	11.8	12.43
22030	11.8	12.43
21820	11.8	12.43
21680	11.8	12.43
21610	11.8	12.43
21540	11.8	12.42
21470	11.8	12.41
21470	11.79	12.4
21270	11.78	12.39
21140	11.76	12.37
20945	11.75	12.35
20945	11.74	12.34
20880	11.73	12.32
20815	11.71	12.31
20685	11.7	12.29
20555	11.68	12.26
20425	11.67	12.24
20295	11.66	12.22
20165	11.64	12.2
20040	11.61	12.17
19860	11.59	12.15
19740	11.57	12.13
19620	11.55	12.11
19380	11.52	12.09
19140	11.5	12.04
19020	11.47	12.02
18960	11.45	12
18900	11.42	11.95
18840	11.4	11.92
18720	11.38	11.9
18600	11.36	11.89
18480	11.33	11.87
18360	11.31	11.85
18240	11.3	11.83
18120	11.28	11.79
17820	11.26	11.76
17700	11.23	11.73
17700	11.2	11.7
17565	11.17	11.68
17430	11.15	11.65
17340	11.14	11.62
17250	11.13	11.6
17205	11.11	11.59
16710	11.09	11.57
16710	11.07	11.55
16710	11.05	11.54
16710	11.05	11.53
16710	11.04	11.52
16710	11.04	11.51
16710	11.04	11.5
16710	11.04	11.5
16710	11.03	11.5
16710	11.03	11.5
17250	11.03	11.5
17340	11.03	11.5
17385	11.03	11.5
17385	11.03	11.5
17385	11.03	11.51
17385	11.03	11.51
17385	11.03	11.52
17385	11.04	11.53
17385	11.04	11.53
17385	11.05	11.54
17385	11.05	11.54
17385	11.06	11.53
17385	11.06	11.52
17385	11.06	11.52
17385	11.06	11.52
17385	11.07	11.52
17385	11.07	11.52
17385	11.07	11.52
17385	11.06	11.52
17385	11.06	11.52
17385	11.05	11.52
17385	11.05	11.52
17385	11.05	11.52
17340	11.05	11.51
17290	11.04	11.51
17250	11.04	11.5
17160	11.04	11.5
17070	11.04	11.49
16980	11.04	11.48
16935	11.03	11.48
16935	11.02	11.47
16800	11.01	11.46
16755	11	11.45
16575	10.99	11.44
16485	10.98	11.42
16395	10.97	11.4
16305	10.95	11.38
16215	10.94	11.35
16125	10.93	11.33
15990	10.91	11.32
15855	10.88	11.3
15720	10.86	11.28
15585	10.83	11.25
15450	10.81	11.22
15360	10.79	11.19
15180	10.77	11.15
15045	10.75	11.12
14880	10.73	11.08
14720	10.7	11.06
14560	10.68	11.03
14400	10.66	11
14320	10.63	10.96
14240	10.6	10.92
14000	10.57	10.89
13880	10.53	10.85
13800	10.5	10.82
13680	10.47	10.79
13560	10.44	10.76
13400	10.41	10.72
13295	10.37	10.68
13190	10.33	10.64
13085	10.3	10.6
13015	10.27	10.57
12910	10.24	10.54
12840	10.22	10.51
12770	10.19	10.47
12665	10.16	10.44
12650	10.14	10.41
12490	10.12	10.38
12420	10.11	10.35
12315	10.09	10.33
12210	10.07	10.3
12105	10.05	10.27
12000	10.03	10.24
11940	10.01	10.22
11880	9.98	10.2
11820	9.96	10.18
11760	9.94	10.15
11670	9.92	10.13
11580	9.89	10.1
11520	9.87	10.08
11460	9.86	10.05
11400	9.84	10.02
11330	9.82	9.99
11225	9.8	9.97
11153	9.77	9.94
11085	9.75	9.92
11015	9.73	9.9
10945	9.71	9.88
10875	9.69	9.85
10840	9.67	9.83
10770	9.64	9.81
10700	9.62	9.79
10610	9.6	9.78
10550	9.58	9.76
10460	9.56	9.73
10370	9.55	9.7
10250	9.53	9.68
10160	9.51	9.66
10046	9.49	9.64
9965	9.47	9.6
9965	9.45	9.57
9938	9.43	9.54
9722	9.41	9.51
9506	9.37	9.48
9425	9.32	9.45
9344	9.27	9.41
9263	9.24	9.38
9182	9.21	9.35
9128	9.18	9.32
9047	9.15	9.29
8996	9.13	9.26
8924	9.11	9.22
8900	9.09	9.19
8852	9.07	9.17
8828	9.04	9.15
8780	9.02	9.13
8756	9	9.11
8732	8.99	9.08
8708	8.98	9.06
8684	8.97	9.04
8636	8.96	9.03
8612	8.95	9.02
8588	8.945	9.01
8540	8.94	9
8495	4.915	8.98
8428	0.89	8.94
8383	4.875	8.96
8360	8.86	8.95
8315	8.855	8.93
8293	8.85	8.92
8247	8.825	8.9
8203	8.8	8.88
8135	8.78	8.84
8068	8.76	8.82
8024	8.745	8.8
7936	8.73	8.78
7914	8.705	8.77
7870	8.68	8.75
7760	8.65	8.72
7672	8.62	8.7
